MCTS instances/BBGRL/1000_ep0.0125_0_gilbert_5.in 4 0.004
MCTS instances/BBGRL/50_ep0.1_0_gilbert_6.in 7 0.14
MCTS instances/BBGRL/500_ep0.015_0_gilbert_8.in 5 0.01
MCTS instances/BBGRL/1000_ep0.01_0_gilbert_3.in 5 0.005
MCTS instances/BBGRL/100_ep0.1_0_gilbert_9.in 3 0.03
MCTS instances/BBGRL/100_ep0.075_0_gilbert_6.in 4 0.04
MCTS instances/BBGRL/500_ep0.02_0_gilbert_9.in 4 0.008
MCTS instances/BBGRL/500_ep0.025_0_gilbert_1.in 4 0.008
MCTS instances/BBGRL/100_ep0.05_0_gilbert_8.in 6 0.06
MCTS instances/BBGRL/1000_ep0.0075_0_gilbert_8.in 6 0.006
MCTS instances/BBGRL/1000_ep0.0125_0_gilbert_1.in 4 0.004
MCTS instances/BBGRL/1000_ep0.01_0_gilbert_7.in 4 0.004
MCTS instances/BBGRL/50_ep0.1_0_gilbert_2.in 5 0.1
MCTS instances/BBGRL/100_ep0.075_0_gilbert_2.in 4 0.04
MCTS instances/BBGRL/500_ep0.025_0_gilbert_5.in 4 0.008
MCTS instances/BBGRL/50_ep0.2_0_gilbert_8.in 3 0.06
MCTS instances/BBGRL/50_ep0.15_0_gilbert_9.in 4 0.08
MCTS instances/BBGRL/50_ep0.1_0_gilbert_3.in 9 0.18
MCTS instances/BBGRL/1000_ep0.01_0_gilbert_6.in 5 0.005
MCTS instances/BBGRL/100_ep0.075_0_gilbert_3.in 4 0.04
MCTS instances/BBGRL/500_ep0.025_0_gilbert_4.in 4 0.008
MCTS instances/BBGRL/50_ep0.2_0_gilbert_9.in 3 0.06
MCTS instances/BBGRL/50_ep0.15_0_gilbert_8.in 3 0.06
MCTS instances/BBGRL/1000_ep0.0125_0_gilbert_4.in 4 0.004
MCTS instances/BBGRL/1000_ep0.01_0_gilbert_2.in 5 0.005
MCTS instances/BBGRL/500_ep0.015_0_gilbert_9.in 5 0.01
MCTS instances/BBGRL/50_ep0.1_0_gilbert_7.in 4 0.08
MCTS instances/BBGRL/100_ep0.1_0_gilbert_8.in 3 0.03
MCTS instances/BBGRL/100_ep0.075_0_gilbert_7.in 4 0.04
MCTS instances/BBGRL/500_ep0.02_0_gilbert_8.in 4 0.008
