Type,Saved,Time
BBGRL_50,3.933333333333333,0.0426
BBGRL_100,4.333333333333333,0.233
BBGRL_500,4.4,487.1025333333333
BBGRL_1000,37.96666666666667,483.1963666666666
R-GBRL_50,3.066666666666667,0.042866666666666664
R-GBRL_100,3.466666666666667,0.6295999999999999
G-GBRL_50,9.1,0.0866
G-GBRL_100,9.1,0.0866
