Type,Saved,Time
BBGRL_50,4,0.09896666666666666
BBGRL_100,4.4,0.4349
BBGRL_500,4.366666666666666,11.176366666666667
BBGRL_1000,37.93333333333333,74.57346666666666
R-GBRL_50,3.066666666666667,0.04396666666666667
R-GBRL_100,3.433333333333333,0.225
G-GBRL_50,9.3,0.1353
G-GBRL_100,9.3,0.1353
