Type,Saved,Time
BBGRL_50,3.7666666666666666,0.0028
BBGRL_100,4.233333333333333,0.009866666666666666
BBGRL_500,4.4,0.2750666666666667
BBGRL_1000,4.833333333333333,1.1129666666666667
R-GBRL_50,3.066666666666667,0.0024333333333333334
R-GBRL_100,3.466666666666667,0.009366666666666667
G-GBRL_50,5.533333333333333,0.0034000000000000002
G-GBRL_100,5.533333333333333,0.0034000000000000002
